"No.","Time","Delta Time","Source","Destination","Protocol","Length","Info"
"6357","165.263345","0.007168","192.168.68.121","192.168.68.119","ICMP","74","Echo (ping) request  id=0x0001, seq=163/41728, ttl=1 (reply in 6358)"
"6358","165.263479","0.000134","192.168.68.119","192.168.68.121","ICMP","74","Echo (ping) reply    id=0x0001, seq=163/41728, ttl=128 (request in 6357)"
"6592","166.292294","0.023597","192.168.68.121","192.168.68.119","ICMP","74","Echo (ping) request  id=0x0001, seq=164/41984, ttl=1 (reply in 6593)"
"6593","166.292382","0.000088","192.168.68.119","192.168.68.121","ICMP","74","Echo (ping) reply    id=0x0001, seq=164/41984, ttl=128 (request in 6592)"
"6734","167.474303","0.033246","192.168.68.121","192.168.68.119","ICMP","74","Echo (ping) request  id=0x0001, seq=165/42240, ttl=1 (reply in 6735)"
"6735","167.474404","0.000101","192.168.68.119","192.168.68.121","ICMP","74","Echo (ping) reply    id=0x0001, seq=165/42240, ttl=128 (request in 6734)"
"6750","168.366558","0.016448","192.168.68.121","192.168.68.119","ICMP","74","Echo (ping) request  id=0x0001, seq=166/42496, ttl=1 (reply in 6751)"
"6751","168.366772","0.000214","192.168.68.119","192.168.68.121","ICMP","74","Echo (ping) reply    id=0x0001, seq=166/42496, ttl=128 (request in 6750)"
"6887","169.357523","0.000114","192.168.68.121","192.168.68.119","ICMP","74","Echo (ping) request  id=0x0001, seq=167/42752, ttl=1 (reply in 6888)"
"6888","169.357632","0.000109","192.168.68.119","192.168.68.121","ICMP","74","Echo (ping) reply    id=0x0001, seq=167/42752, ttl=128 (request in 6887)"
"6932","170.404089","0.002451","192.168.68.121","192.168.68.119","ICMP","74","Echo (ping) request  id=0x0001, seq=168/43008, ttl=1 (reply in 6933)"
"6933","170.404204","0.000115","192.168.68.119","192.168.68.121","ICMP","74","Echo (ping) reply    id=0x0001, seq=168/43008, ttl=128 (request in 6932)"
"7003","171.427879","0.000088","192.168.68.121","192.168.68.119","ICMP","74","Echo (ping) request  id=0x0001, seq=169/43264, ttl=1 (reply in 7004)"
"7004","171.428005","0.000126","192.168.68.119","192.168.68.121","ICMP","74","Echo (ping) reply    id=0x0001, seq=169/43264, ttl=128 (request in 7003)"
"7072","172.452197","0.000059","192.168.68.121","192.168.68.119","ICMP","74","Echo (ping) request  id=0x0001, seq=170/43520, ttl=1 (reply in 7073)"
"7073","172.452343","0.000146","192.168.68.119","192.168.68.121","ICMP","74","Echo (ping) reply    id=0x0001, seq=170/43520, ttl=128 (request in 7072)"
"7109","173.476431","0.000091","192.168.68.121","192.168.68.119","ICMP","74","Echo (ping) request  id=0x0001, seq=171/43776, ttl=1 (reply in 7110)"
"7110","173.476552","0.000121","192.168.68.119","192.168.68.121","ICMP","74","Echo (ping) reply    id=0x0001, seq=171/43776, ttl=128 (request in 7109)"
"7124","174.409283","0.005705","192.168.68.121","192.168.68.119","ICMP","74","Echo (ping) request  id=0x0001, seq=172/44032, ttl=1 (reply in 7125)"
"7125","174.409473","0.000190","192.168.68.119","192.168.68.121","ICMP","74","Echo (ping) reply    id=0x0001, seq=172/44032, ttl=128 (request in 7124)"
