"No.","Time","Delta Time","Source","Destination","Protocol","Length","Info"
"45160","5998.764660","0.003161","192.168.0.147","192.168.0.120","ICMP","74","Echo (ping) request  id=0x0001, seq=90/23040, ttl=1 (reply in 45161)"
"45161","5998.764824","0.000164","192.168.0.120","192.168.0.147","ICMP","74","Echo (ping) reply    id=0x0001, seq=90/23040, ttl=128 (request in 45160)"
"45185","5999.793090","0.005011","192.168.0.147","192.168.0.120","ICMP","74","Echo (ping) request  id=0x0001, seq=91/23296, ttl=1 (reply in 45186)"
"45186","5999.793256","0.000166","192.168.0.120","192.168.0.147","ICMP","74","Echo (ping) reply    id=0x0001, seq=91/23296, ttl=128 (request in 45185)"
"45191","6000.817549","0.008934","192.168.0.147","192.168.0.120","ICMP","74","Echo (ping) request  id=0x0001, seq=92/23552, ttl=1 (reply in 45192)"
"45192","6000.817678","0.000129","192.168.0.120","192.168.0.147","ICMP","74","Echo (ping) reply    id=0x0001, seq=92/23552, ttl=128 (request in 45191)"
"45205","6001.851693","0.016930","192.168.0.147","192.168.0.120","ICMP","74","Echo (ping) request  id=0x0001, seq=93/23808, ttl=1 (reply in 45206)"
"45206","6001.851848","0.000155","192.168.0.120","192.168.0.147","ICMP","74","Echo (ping) reply    id=0x0001, seq=93/23808, ttl=128 (request in 45205)"
"45219","6002.877529","0.120856","192.168.0.147","192.168.0.120","ICMP","74","Echo (ping) request  id=0x0001, seq=94/24064, ttl=1 (reply in 45220)"
"45220","6002.877726","0.000197","192.168.0.120","192.168.0.147","ICMP","74","Echo (ping) reply    id=0x0001, seq=94/24064, ttl=128 (request in 45219)"
"45224","6003.894293","0.116538","192.168.0.147","192.168.0.120","ICMP","74","Echo (ping) request  id=0x0001, seq=95/24320, ttl=1 (reply in 45225)"
"45225","6003.894472","0.000179","192.168.0.120","192.168.0.147","ICMP","74","Echo (ping) reply    id=0x0001, seq=95/24320, ttl=128 (request in 45224)"
"45231","6004.910862","0.010754","192.168.0.147","192.168.0.120","ICMP","74","Echo (ping) request  id=0x0001, seq=96/24576, ttl=1 (reply in 45232)"
"45232","6004.911060","0.000198","192.168.0.120","192.168.0.147","ICMP","74","Echo (ping) reply    id=0x0001, seq=96/24576, ttl=128 (request in 45231)"
"45238","6005.940851","0.011057","192.168.0.147","192.168.0.120","ICMP","74","Echo (ping) request  id=0x0001, seq=97/24832, ttl=1 (reply in 45239)"
"45239","6005.941031","0.000180","192.168.0.120","192.168.0.147","ICMP","74","Echo (ping) reply    id=0x0001, seq=97/24832, ttl=128 (request in 45238)"
"45242","6006.964250","0.017033","192.168.0.147","192.168.0.120","ICMP","74","Echo (ping) request  id=0x0001, seq=98/25088, ttl=1 (reply in 45243)"
"45243","6006.964416","0.000166","192.168.0.120","192.168.0.147","ICMP","74","Echo (ping) reply    id=0x0001, seq=98/25088, ttl=128 (request in 45242)"
"45254","6007.992406","0.015294","192.168.0.147","192.168.0.120","ICMP","74","Echo (ping) request  id=0x0001, seq=99/25344, ttl=1 (reply in 45255)"
"45255","6007.992634","0.000228","192.168.0.120","192.168.0.147","ICMP","74","Echo (ping) reply    id=0x0001, seq=99/25344, ttl=128 (request in 45254)"
"45269","6009.028194","0.026063","192.168.0.147","192.168.0.120","ICMP","74","Echo (ping) request  id=0x0001, seq=100/25600, ttl=1 (reply in 45270)"
"45270","6009.028361","0.000167","192.168.0.120","192.168.0.147","ICMP","74","Echo (ping) reply    id=0x0001, seq=100/25600, ttl=128 (request in 45269)"
"45275","6010.051976","0.333209","192.168.0.147","192.168.0.120","ICMP","74","Echo (ping) request  id=0x0001, seq=101/25856, ttl=1 (reply in 45276)"
"45276","6010.052168","0.000192","192.168.0.120","192.168.0.147","ICMP","74","Echo (ping) reply    id=0x0001, seq=101/25856, ttl=128 (request in 45275)"
"45290","6011.122177","0.179340","192.168.0.147","192.168.0.120","ICMP","74","Echo (ping) request  id=0x0001, seq=102/26112, ttl=1 (reply in 45291)"
"45291","6011.122339","0.000162","192.168.0.120","192.168.0.147","ICMP","74","Echo (ping) reply    id=0x0001, seq=102/26112, ttl=128 (request in 45290)"
"45300","6012.347548","0.176614","192.168.0.147","192.168.0.120","ICMP","74","Echo (ping) request  id=0x0001, seq=103/26368, ttl=1 (reply in 45301)"
"45301","6012.347769","0.000221","192.168.0.120","192.168.0.147","ICMP","74","Echo (ping) reply    id=0x0001, seq=103/26368, ttl=128 (request in 45300)"
"45304","6013.293165","0.195648","192.168.0.147","192.168.0.120","ICMP","74","Echo (ping) request  id=0x0001, seq=104/26624, ttl=1 (reply in 45305)"
"45305","6013.293370","0.000205","192.168.0.120","192.168.0.147","ICMP","74","Echo (ping) reply    id=0x0001, seq=104/26624, ttl=128 (request in 45304)"
